"customer_identifier","opponent","event_day_of_week","days_before_event","section_name","channel","price_level","primary_tickets_sold","churn"
"c45b1be1",17,"Saturday",34,55,"Web","R - 300L",1,1
"9a7ef465",16,"Saturday",5,59,"Back Office","R - 300L",4,1
"f538d5c6",31,"Saturday",0,21,"Back Office","I - 100L",8,1
"e43c1e45",31,"Tuesday",35,21,"Web","I - 100L",5,0
"8f4d3b3b",20,"Tuesday",6,25,"Web","D - 100L",2,0
"1fdaea06",30,"Sunday",9,26,"Web","C - 100L",2,0
"5f5916e1",10,"Wednesday",0,77,"Back Office","R - 300L",5,0
"c9fdd094",16,"Saturday",0,72,"Back Office","Q - 300L",1,0
"7bbec853",31,"Saturday",0,25,"Web","D - 100L",2,0
"14e2d38a",31,"Saturday",54,27,"Back Office","D - 100L",2,1
"d3482d04",9,"Thursday",43,25,"Web","D - 100L",2,0
"eede9bcc",5,"Thursday",87,22,"Back Office","G - 100L",2,0
"fa48d2ef",13,"Sunday",23,49,"Web","O - 300L",2,0
"bd386eac",5,"Thursday",11,26,"Web","C - 100L",2,0
"faba08e0",30,"Sunday",0,45,"Box Office","L2 - 200L",1,0
"2d734741",11,"Tuesday",1,58,"Back Office","R - 300L",10,1
"409405f2",10,"Thursday",0,61,"Web","R - 300L",1,1
"0be975d2",18,"Saturday",14,16,"Web","C - 100L",4,0
"b3ba8a32",7,"Monday",7,66,"Back Office","P - 300L",12,1
"123dbe1e",25,"Thursday",1,69,"Web","Q - 300L",2,0
"8a707253",31,"Saturday",10,38,"Web","L1 - 200L",2,0
"3e5ac6d5",31,"Saturday",4,63,"Web","O - 300L",2,0
"1ec66595",22,"Wednesday",9,21,"Back Office","G - 100L",2,0
"bdd0e56d",16,"Tuesday",13,55,"Back Office","R - 300L",1,0
"c9fdd094",16,"Saturday",4,76,"Back Office","R - 300L",3,0
"a8341ae3",9,"Thursday",0,27,"Web","D - 100L",2,0
"0f2b0fd7",13,"Sunday",70,40,"Web","L1 - 200L",2,0
"1d793fe8",26,"Saturday",48,26,"Web","C - 100L",1,0
"5f5916e1",10,"Wednesday",16,22,"Back Office","I - 100L",2,0
"14e2d38a",31,"Saturday",11,20,"Back Office","G - 100L",2,1
"c06f5848",27,"Wednesday",6,26,"Back Office","C - 100L",3,0
"3e099cd6",29,"Monday",0,16,"Web","C - 100L",2,0
"9a7ef465",25,"Saturday",17,43,"Back Office","L2 - 200L",8,1
"0e5cca63",7,"Monday",0,29,"Back Office","F -100L",8,1
"769e6d74",14,"Saturday",16,30,"Web","F -100L",2,0
"827b11a2",28,"Sunday",9,47,"Web","P - 300L",2,0
"40294380",29,"Monday",23,35,"Web","L1 - 200L",3,0
"b3ba8a32",7,"Monday",3,30,"Back Office","F -100L",2,1
"71c45ce7",21,"Saturday",1,65,"Web","O - 300L",1,1
NA,9,"Friday",0,63,"Box Office","O - 300L",1,1
"a08f80fb",20,"Sunday",59,21,"Web","I - 100L",2,0
"3a48c23b",24,"Tuesday",0,35,"Web","L1 - 200L",2,0
"ff5f600d",31,"Saturday",0,76,"Web","Q - 300L",2,0
"ab412f64",4,"Thursday",142,77,"Web","R - 300L",1,1
"7d540bac",9,"Friday",50,23,"Web","G - 100L",4,0
"82b32eb9",7,"Monday",2,27,"Web","D - 100L",4,0
"892787a5",16,"Tuesday",3,26,"Web","C - 100L",1,1
"95220f9b",22,"Thursday",134,34,"Web","D - 100L",2,0
"43dbf87a",29,"Saturday",24,23,"Back Office","G - 100L",2,1
"4e1e4995",13,"Tuesday",1,72,"Back Office","R - 300L",2,1
"4d5354ab",22,"Thursday",0,26,"Box Office","C - 100L",1,0
"3d00a670",31,"Saturday",9,66,"Web","P - 300L",7,1
NA,31,"Tuesday",0,79,"Box Office","P - 300L",2,1
"8bb783c3",24,"Saturday",89,31,"Back Office","H - 100L",6,0
"8fc646fc",24,"Tuesday",0,67,"Web","R - 300L",1,0
"3997766d",20,"Thursday",2,20,"Web","G - 100L",2,0
"bfc7929d",14,"Thursday",1,24,"Back Office","D - 100L",3,1
"8bb783c3",24,"Saturday",40,32,"Back Office","F -100L",5,0
"8a31e9aa",18,"Saturday",11,42,"Web","K - 200L",2,0
"d0389c16",21,"Sunday",52,42,"Web","L2 - 200L",2,0
"aecea456",20,"Sunday",4,64,"Back Office","O - 300L",3,0
"81648f2f",25,"Thursday",1,29,"Web","F -100L",1,1
"ff819c6b",29,"Monday",0,50,"Web","R - 300L",1,0
"985dac8a",25,"Thursday",0,66,"Box Office","P - 300L",1,0
"4e1e4995",14,"Wednesday",1,34,"Back Office","D - 100L",2,1
NA,26,"Sunday",0,42,"Box Office","L2 - 200L",2,1
"bb8956d7",19,"Thursday",24,50,"Web","R - 300L",2,0
"bfb83b7d",25,"Thursday",1,50,"Web","R - 300L",1,0
"ca83cc8f",29,"Monday",4,30,"Web","H - 100L",2,0
"b10fd73a",29,"Monday",3,52,"Web","R - 300L",3,0
"5f117a8a",29,"Monday",1,75,"Web","R - 300L",4,0
"f0ef7c7d",31,"Tuesday",12,32,"Web","F -100L",4,0
"5e613a42",8,"Monday",0,72,"Web","R - 300L",7,0
"cb39acfe",15,"Friday",1,29,"Web","F -100L",3,0
"5e1bcc6a",9,"Monday",83,37,"Web","L1 - 200L",2,0
"7f4b7dbe",3,"Thursday",35,67,"Web","R - 300L",4,0
"a2ae27dd",11,"Tuesday",109,76,"Web","Q - 300L",4,0
"c6852806",22,"Thursday",0,24,"Web","D - 100L",2,0
"7e38cf44",19,"Sunday",43,17,"Web","D - 100L",4,0
"0113e3bb",20,"Tuesday",0,48,"Web","O - 300L",2,0
"eeadcd4c",20,"Tuesday",0,22,"Web","I - 100L",1,0
"bfc7929d",27,"Monday",0,16,"Back Office","C - 100L",3,1
"de6744b7",9,"Monday",18,33,"Back Office","D - 100L",2,0
"67b3ea45",20,"Tuesday",73,23,"Web","G - 100L",3,0
"c91a3cbe",3,"Thursday",8,80,"Web","P - 300L",4,0
"8bb783c3",24,"Saturday",26,16,"Back Office","C - 100L",2,0
"5bf7f395",9,"Thursday",28,70,"Web","Q - 300L",2,0
"0e5cca63",1,"Tuesday",0,39,"Back Office","M - 200L",15,1
"65529239",5,"Tuesday",52,31,"Web","H - 100L",4,0
"9a7ef465",2,"Wednesday",2,73,"Back Office","R - 300L",6,1
"713e956e",22,"Wednesday",31,63,"Web","O - 300L",2,0
"581e97da",29,"Monday",1,63,"Web","P - 300L",3,0
"9a7ef465",16,"Saturday",8,75,"Back Office","R - 300L",1,1
"c326134e",29,"Monday",0,77,"Box Office","R - 300L",1,1
"9e82b5b6",3,"Thursday",0,72,"Web","R - 300L",1,0
"8bb783c3",24,"Saturday",32,52,"Back Office","R - 300L",4,0
"89bebbc2",31,"Saturday",45,59,"Web","R - 300L",4,0
"27a598dd",10,"Thursday",31,34,"Web","D - 100L",4,0
"1797daba",16,"Saturday",19,27,"Back Office","D - 100L",2,1
"8297e297",20,"Tuesday",90,40,"Web","L1 - 200L",2,0
"9a7ef465",16,"Saturday",3,49,"Back Office","P - 300L",2,1
"a2c43caf",9,"Thursday",0,47,"Web","P - 300L",1,0
"51bd3207",31,"Saturday",1,52,"Web","Q - 300L",4,0
"9de94f55",1,"Thursday",1,67,"Web","R - 300L",2,1
"fdb3ca88",29,"Monday",174,17,"Web","D - 100L",4,0
"50edab58",4,"Thursday",0,64,"Web","O - 300L",1,1
"c4cfefcc",20,"Sunday",51,48,"Web","O - 300L",3,0
"b3ba8a32",31,"Saturday",44,64,"Back Office","P - 300L",2,1
"b4a7fab6",12,"Saturday",9,16,"Web","C - 100L",2,1
"eb1ca7a0",16,"Saturday",5,39,"Back Office","M - 200L",2,0
"9a7ef465",16,"Saturday",5,50,"Back Office","R - 300L",2,1
"5755419c",11,"Thursday",28,63,"Back Office","P - 300L",4,0
"9a7ef465",2,"Wednesday",9,36,"Back Office","M - 200L",4,1
"cf5cc050",3,"Sunday",0,31,"Back Office","F -100L",3,0
NA,3,"Saturday",0,77,"Box Office","R - 300L",6,1
"e565de1c",29,"Monday",3,36,"Web","M - 200L",2,0
"01a27d1e",9,"Thursday",21,37,"Web","L1 - 200L",7,0
"db6d268a",21,"Saturday",3,20,"Web","D - 100L",1,1
"ca46c383",19,"Thursday",44,33,"Back Office","D - 100L",2,0
"df9227a0",28,"Thursday",8,16,"Back Office","C - 100L",2,0
"0e5cca63",31,"Saturday",1,41,"Back Office","K - 200L",6,1
NA,22,"Wednesday",0,62,"Box Office","O - 300L",1,1
"826dd146",29,"Monday",22,72,"Web","Q - 300L",2,0
"5432653e",29,"Monday",30,18,"Web","D - 100L",4,0
"bfc7929d",1,"Tuesday",14,23,"Back Office","G - 100L",4,1
"e739410d",25,"Thursday",1,76,"Web","R - 300L",4,0
"6e7dc39f",19,"Sunday",0,72,"Web","R - 300L",5,1
"eba6e678",11,"Tuesday",89,65,"Web","P - 300L",2,0
"87b990f4",2,"Wednesday",0,72,"Back Office","R - 300L",2,1
"1e1a906c",10,"Thursday",0,32,"Web","D - 100L",2,0
"8f0a0e5d",14,"Saturday",1,33,"Box Office","D - 100L",4,0
"860e2553",14,"Wednesday",0,80,"Back Office","O - 300L",15,0
"8bb783c3",24,"Saturday",12,23,"Back Office","G - 100L",2,0
"e992fa15",27,"Saturday",52,34,"Web","D - 100L",2,0
"6fe23c55",24,"Tuesday",2,56,"Web","Q - 300L",3,1
"cf5cc050",3,"Sunday",0,36,"Back Office","M - 200L",10,0
"ac2cf18e",29,"Monday",20,34,"Web","D - 100L",4,1
"3585b8bd",21,"Thursday",31,23,"Web","D - 100L",3,0
"cf1aad27",19,"Sunday",0,34,"Web","D - 100L",3,0
"79a7abb2",26,"Saturday",9,21,"Web","I - 100L",2,0
"2a9f56f5",21,"Saturday",2,68,"Web","R - 300L",2,0
"c9fdd094",16,"Saturday",5,51,"Back Office","R - 300L",4,0
"d4ce04c3",3,"Saturday",4,21,"Web","I - 100L",2,0
"aa3663b6",3,"Tuesday",0,50,"Web","R - 300L",3,0
"5290b7b9",16,"Saturday",33,27,"Web","D - 100L",5,1
"37f4110d",18,"Saturday",0,78,"Box Office","R - 300L",2,0
"9e2484cc",31,"Saturday",0,49,"Web","O - 300L",2,0
"ca130942",25,"Thursday",0,67,"Web","R - 300L",2,0
"9e37cd06",3,"Thursday",63,27,"Web","D - 100L",2,0
"b4e27a8b",9,"Friday",50,63,"Web","P - 300L",6,0
"897b71a1",11,"Saturday",0,51,"Web","R - 300L",1,0
"82de5b73",9,"Thursday",38,32,"Web","F -100L",6,1
"c732f167",31,"Saturday",2,38,"Web","L1 - 200L",1,0
"8464f598",8,"Saturday",25,65,"Web","O - 300L",2,0
"c06f5848",27,"Wednesday",0,64,"Back Office","P - 300L",2,0
"11cc2714",21,"Saturday",86,76,"Web","Q - 300L",2,0
"21f53813",21,"Saturday",40,64,"Web","P - 300L",2,1
"6a2ef6e6",6,"Tuesday",0,79,"Web","O - 300L",3,0
"37f8dc1a",26,"Tuesday",1,43,"Back Office","L2 - 200L",4,0
"e57a2012",1,"Thursday",19,21,"Web","G - 100L",2,0
"19f7f14d",13,"Monday",18,17,"Web","D - 100L",3,0
"a933e995",18,"Saturday",33,31,"Back Office","H - 100L",3,0
"e765bd04",14,"Saturday",40,17,"Web","D - 100L",2,1
"ef3c6424",21,"Saturday",2,25,"Web","D - 100L",2,0
"ff3161ee",3,"Saturday",9,20,"Web","D - 100L",1,0
"8c1aff84",20,"Thursday",1,67,"Web","R - 300L",1,1
"b6794779",18,"Saturday",24,12,"Web","J",4,0
"375b52c8",18,"Saturday",117,21,"Web","I - 100L",6,0
NA,11,"Tuesday",0,30,"Box Office","F -100L",2,1
"2b59f513",20,"Thursday",1,70,"Web","Q - 300L",2,1
"9a7ef465",2,"Wednesday",23,80,"Back Office","P - 300L",4,1
"6f227bb4",31,"Saturday",156,36,"Web","M - 200L",4,0
"59f74b54",31,"Saturday",30,49,"Web","O - 300L",6,0
"662ac67e",15,"Friday",0,65,"Web","P - 300L",2,0
"eede9bcc",5,"Thursday",15,25,"Back Office","D - 100L",6,0
"09f846ec",31,"Saturday",29,30,"Web","H - 100L",3,0
"2d693eba",25,"Thursday",1,44,"Web","L2 - 200L",3,0
"ae877d4b",20,"Thursday",8,47,"Web","O - 300L",2,0
"1a314e10",12,"Saturday",9,30,"Web","H - 100L",2,0
"2b59f513",27,"Monday",15,16,"Web","C - 100L",2,1
"5011b8bd",4,"Thursday",79,28,"Web","D - 100L",2,0
NA,22,"Wednesday",0,43,"Box Office","L2 - 200L",3,1
NA,7,"Monday",0,66,"Box Office","P - 300L",2,1
"60227b3b",1,"Thursday",1,79,"Web","O - 300L",5,1
"df9227a0",28,"Thursday",3,44,"Back Office","L2 - 200L",4,0
"b420b1d7",11,"Thursday",77,16,"Web","C - 100L",2,1
"4d3ae326",4,"Thursday",3,32,"Web","F -100L",1,1
"18af6a64",18,"Saturday",10,16,"Web","C - 100L",2,0
"c15abc74",10,"Thursday",0,79,"Web","O - 300L",3,0
"b2212d3f",5,"Wednesday",16,26,"Web","C - 100L",2,1
"9dde31df",6,"Tuesday",49,11,"Box Office","J",1,1
"869a7a96",11,"Saturday",0,53,"Web","R - 300L",6,1
"6ccf5666",31,"Saturday",0,63,"Web","O - 300L",2,0
"91373e96",7,"Monday",109,56,"Back Office","R - 300L",2,0
"4e1e4995",14,"Wednesday",5,35,"Back Office","L1 - 200L",2,1
"2d734741",24,"Monday",28,23,"Back Office","G - 100L",1,1
"85507dbb",5,"Wednesday",2,62,"Web","O - 300L",3,0
"11cebe85",11,"Thursday",14,63,"Web","P - 300L",10,0
NA,6,"Thursday",0,36,"Box Office","M - 200L",3,1
"14e2d38a",31,"Saturday",52,20,"Back Office","G - 100L",2,1
"2d4e832c",4,"Wednesday",0,79,"Back Office","P - 300L",11,0
"4a1ebb98",24,"Thursday",1,21,"Web","I - 100L",5,1
"bb9048ae",20,"Thursday",16,33,"Web","D - 100L",3,0
"eede9bcc",5,"Thursday",31,36,"Back Office","M - 200L",2,0
"9a7ef465",27,"Saturday",9,52,"Back Office","R - 300L",3,1
"a5d6d720",18,"Saturday",16,16,"Web","C - 100L",2,0
"4e1e4995",3,"Saturday",47,50,"Back Office","R - 300L",3,1
"10c205ff",2,"Wednesday",2,80,"Web","P - 300L",2,0
"c24d863b",18,"Saturday",49,67,"Web","R - 300L",1,0
"0e5cca63",16,"Thursday",0,29,"Back Office","F -100L",10,1
"b05996bb",4,"Thursday",11,69,"Web","R - 300L",4,0
"b3ba8a32",19,"Thursday",63,23,"Back Office","G - 100L",2,1
"bbec40d8",29,"Monday",0,30,"Web","H - 100L",1,0
"cad7055e",26,"Saturday",20,69,"Back Office","Q - 300L",4,0
"2d4e832c",4,"Wednesday",0,60,"Back Office","R - 300L",12,0
"0e5cca63",4,"Saturday",0,48,"Back Office","O - 300L",11,1
"14e2d38a",31,"Saturday",0,39,"Back Office","L1 - 200L",16,1
"a933e995",18,"Saturday",33,50,"Back Office","R - 300L",2,0
"853bb54e",15,"Saturday",61,73,"Back Office","R - 300L",4,0
"b3ba8a32",15,"Saturday",75,30,"Back Office","H - 100L",2,1
"fe62a555",18,"Saturday",0,25,"Web","D - 100L",3,1
NA,22,"Wednesday",0,29,"Box Office","F -100L",2,1
"e42f3b9e",13,"Tuesday",31,16,"Web","C - 100L",2,0
"02c974dc",27,"Saturday",5,24,"Back Office","D - 100L",6,0
"5503d351",20,"Tuesday",62,48,"Web","P - 300L",2,0
"816d9838",21,"Saturday",118,65,"Web","O - 300L",2,0
"775b7655",18,"Tuesday",0,65,"Back Office","N - 300L",3,0
"02c974dc",27,"Saturday",4,26,"Back Office","C - 100L",4,0
"4f3cfbcb",26,"Saturday",23,17,"Web","D - 100L",2,0
"fdc155ad",8,"Monday",6,80,"Web","P - 300L",6,0
"2e8feea1",4,"Wednesday",48,40,"Web","L1 - 200L",5,0
"a933e995",18,"Saturday",17,73,"Back Office","R - 300L",4,0
"8cdd687a",27,"Monday",1,80,"Web","P - 300L",6,0
"d2aef5bc",29,"Monday",137,25,"Web","D - 100L",2,0
"9798d46f",29,"Monday",0,31,"Web","H - 100L",2,0
"db2f6498",28,"Sunday",0,60,"Web","Q - 300L",2,0
"a37c1083",5,"Wednesday",6,16,"Web","C - 100L",2,0
"2d734741",11,"Tuesday",1,42,"Back Office","K - 200L",5,1
"2e68b3ba",4,"Thursday",1,66,"Web","O - 300L",5,0
NA,24,"Monday",77,46,"Box Office","K - 200L",2,1
"71a6258c",20,"Thursday",0,39,"Web","L1 - 200L",2,0
"0e21b44e",13,"Tuesday",73,25,"Web","D - 100L",2,0
"4e5e8a28",31,"Saturday",84,29,"Web","F -100L",2,0
"c82832b6",10,"Wednesday",0,47,"Box Office","P - 300L",5,0
"7d9ab22a",27,"Thursday",1,44,"Web","L2 - 200L",6,0
"ebd9c3a8",31,"Saturday",5,18,"Web","D - 100L",3,0
"54445091",31,"Saturday",0,64,"Web","O - 300L",1,0
"11a64abb",30,"Tuesday",0,51,"Web","R - 300L",1,0
"8338ba7e",8,"Saturday",77,23,"Web","G - 100L",4,0
"143fc0bd",3,"Thursday",57,17,"Web","D - 100L",3,0
"4a267997",26,"Saturday",4,59,"Web","R - 300L",2,0
"55529d60",2,"Wednesday",7,23,"Web","G - 100L",6,0
"0e5cca63",29,"Saturday",1,45,"Back Office","L2 - 200L",2,1
"b7f9a9e8",31,"Saturday",0,24,"Back Office","D - 100L",2,1
"38bfe5bf",25,"Saturday",14,49,"Web","O - 300L",2,0
"c9fdd094",16,"Saturday",0,64,"Back Office","P - 300L",11,0
"a908d1ce",7,"Thursday",1,35,"Web","L1 - 200L",2,0
"2d4e832c",4,"Wednesday",9,65,"Back Office","P - 300L",2,0
"f70e8fe0",5,"Wednesday",10,46,"Web","K - 200L",4,0
"0e5cca63",6,"Thursday",0,38,"Back Office","M - 200L",4,1
"4941186f",25,"Saturday",16,21,"Web","G - 100L",3,0
"f38afb2a",20,"Thursday",2,67,"Web","R - 300L",3,0
"292f29b6",1,"Monday",19,16,"Web","C - 100L",2,0
"02c974dc",27,"Saturday",1,47,"Back Office","O - 300L",6,0
"f4d83edc",20,"Tuesday",3,46,"Web","K - 200L",2,0
"b3ba8a32",31,"Saturday",30,79,"Back Office","O - 300L",2,1
"9b09f6db",21,"Saturday",80,12,"Web","J",2,0
"28c92b9a",17,"Saturday",0,51,"Web","R - 300L",1,0
"f221f02b",16,"Saturday",101,66,"Back Office","P - 300L",4,1
"f0bbd760",13,"Monday",153,26,"Web","C - 100L",2,0
"8293a639",27,"Monday",16,78,"Web","R - 300L",1,0
"b3ba8a32",31,"Saturday",129,61,"Back Office","R - 300L",3,1
"d5161165",5,"Wednesday",29,34,"Web","D - 100L",8,0
"f221f02b",23,"Monday",0,25,"Back Office","D - 100L",9,1
"e0100046",25,"Thursday",0,48,"Web","P - 300L",1,0
"19df2db5",28,"Saturday",59,53,"Back Office","R - 300L",1,0
"dd62eb91",13,"Monday",110,20,"Web","G - 100L",3,0
"adf5bca0",22,"Thursday",9,47,"Web","O - 300L",2,0
"60fbe5f8",15,"Saturday",65,28,"Web","D - 100L",4,0
"775b7655",18,"Tuesday",22,36,"Back Office","M - 200L",2,0
"6999631b",11,"Saturday",1,16,"Web","C - 100L",1,1
"479b33b1",19,"Sunday",8,31,"Web","H - 100L",4,0
"ca7fdcdf",14,"Saturday",36,73,"Web","R - 300L",2,0
"878f0996",20,"Sunday",56,31,"Web","H - 100L",4,0
"c9fdd094",16,"Saturday",2,74,"Back Office","R - 300L",10,0
"bf738c83",21,"Saturday",39,67,"Web","R - 300L",2,1
"3fb0ec90",17,"Saturday",79,45,"Web","L2 - 200L",3,0
"e6eaf43f",31,"Saturday",29,31,"Web","H - 100L",2,1
"ba129995",3,"Saturday",10,73,"Web","R - 300L",2,0
"ca32438f",21,"Saturday",35,48,"Web","O - 300L",2,0
"02c974dc",27,"Saturday",24,16,"Back Office","C - 100L",4,0
"c7d83b41",31,"Tuesday",0,71,"Web","R - 300L",1,0
"4e1e4995",30,"Saturday",1,21,"Back Office","G - 100L",4,1
"4e1e4995",11,"Tuesday",8,51,"Back Office","R - 300L",2,1
"07aebdfc",31,"Tuesday",4,75,"Web","R - 300L",3,1
"2a06c04f",8,"Saturday",124,30,"Web","H - 100L",2,0
"6fd4131c",20,"Thursday",6,80,"Back Office","P - 300L",4,0
"708ee855",24,"Monday",19,69,"Back Office","R - 300L",2,0
"a746686a",25,"Saturday",2,60,"Back Office","R - 300L",7,0
"f221f02b",16,"Saturday",101,80,"Back Office","P - 300L",6,1
"35c2e96e",28,"Sunday",20,22,"Web","I - 100L",2,0
"eb1ca7a0",16,"Saturday",18,34,"Back Office","D - 100L",2,0
"2a88c415",10,"Saturday",105,63,"Web","P - 300L",2,1
"c16ff487",20,"Tuesday",0,62,"Web","O - 300L",3,0
"425c4dae",23,"Monday",21,16,"Web","C - 100L",2,0
"0c2f6e37",12,"Saturday",7,44,"Web","L2 - 200L",6,0
"51df30e2",31,"Saturday",0,47,"Web","O - 300L",2,0
"ebe5f885",3,"Sunday",81,47,"Web","O - 300L",2,1
"90313dd5",5,"Wednesday",0,26,"Web","C - 100L",2,1
"de5b8a2c",28,"Saturday",45,63,"Web","P - 300L",1,0
"0e5cca63",10,"Saturday",0,79,"Back Office","O - 300L",8,1
"1ec66595",22,"Wednesday",0,27,"Back Office","D - 100L",6,0
"0af3ec6d",24,"Tuesday",0,64,"Web","O - 300L",2,0
"cf5cc050",3,"Sunday",5,31,"Back Office","H - 100L",2,0
"0e5cca63",20,"Saturday",0,39,"Back Office","M - 200L",9,1
NA,21,"Sunday",1,45,"Box Office","L2 - 200L",2,1
"0e5cca63",12,"Thursday",0,62,"Back Office","P - 300L",8,1
"e3058ad1",27,"Monday",1,65,"Web","O - 300L",4,0
"c54a32ac",13,"Monday",0,79,"Web","P - 300L",4,0
"a47c899c",8,"Monday",0,62,"Web","P - 300L",4,0
NA,22,"Wednesday",0,36,"Box Office","L1 - 200L",1,1
"f51853cf",17,"Tuesday",0,23,"Web","G - 100L",2,0
"9a7b1af2",29,"Monday",69,70,"Web","R - 300L",4,0
"b3ba8a32",15,"Saturday",61,41,"Back Office","K - 200L",5,1
"d9ce2193",4,"Thursday",137,65,"Web","O - 300L",2,0
"015c04d7",26,"Saturday",5,29,"Web","F -100L",2,1
"90f6612a",3,"Thursday",0,24,"Back Office","D - 100L",8,0
"5e5cf5b3",31,"Tuesday",0,60,"Web","Q - 300L",2,0
"02c974dc",27,"Saturday",2,76,"Back Office","R - 300L",6,0
"dbaa9c98",27,"Thursday",23,25,"Web","D - 100L",2,0
"6abfbca5",20,"Tuesday",2,79,"Web","P - 300L",3,0
"90f6612a",3,"Thursday",0,30,"Back Office","H - 100L",17,0
"8bb783c3",24,"Saturday",45,47,"Back Office","O - 300L",4,0
"14853d72",19,"Sunday",31,16,"Web","C - 100L",2,0
"c9fdd094",16,"Saturday",17,66,"Back Office","O - 300L",4,0
"e900b62c",5,"Wednesday",0,78,"Box Office","R - 300L",4,0
"3c0a1a99",9,"Thursday",1,61,"Web","R - 300L",1,0
"1c8efcc8",31,"Tuesday",6,74,"Web","Q - 300L",2,1
"b8c9afd3",5,"Thursday",0,19,"Box Office","G - 100L",1,0
"c645e9d7",31,"Saturday",23,47,"Web","P - 300L",11,0
"af1dc226",18,"Saturday",1,20,"Web","D - 100L",1,1
"3b9732f4",4,"Thursday",170,48,"Web","O - 300L",2,0
"f221f02b",3,"Sunday",6,49,"Back Office","O - 300L",10,1
"ca1b97a6",21,"Thursday",106,28,"Web","D - 100L",4,0
"1028e2b3",4,"Thursday",0,79,"Box Office","O - 300L",2,0
"00bb9e51",24,"Thursday",8,22,"Web","G - 100L",4,0
"c06f5848",27,"Wednesday",15,56,"Back Office","R - 300L",2,0
"d3b4ac63",27,"Monday",6,47,"Web","O - 300L",5,0
"1a8fad21",7,"Monday",67,21,"Back Office","I - 100L",4,1
"31bd96ba",26,"Saturday",3,66,"Web","N - 300L",1,0
"caee7e09",3,"Sunday",20,78,"Web","R - 300L",2,0
"2763a11c",27,"Monday",5,80,"Web","O - 300L",2,0
"3b436794",25,"Saturday",2,75,"Web","R - 300L",3,0
"c2e8eea0",6,"Tuesday",2,16,"Web","C - 100L",1,0
"de6744b7",9,"Monday",5,51,"Back Office","R - 300L",2,0
"ebc2e163",3,"Saturday",9,30,"Back Office","H - 100L",4,0
"39d2a5a8",30,"Sunday",1,80,"Web","P - 300L",4,0
"8ca7416a",10,"Saturday",0,79,"Web","O - 300L",1,0
"cf5cc050",3,"Sunday",18,47,"Back Office","O - 300L",6,0
"d10bafd1",15,"Thursday",7,25,"Web","D - 100L",1,0
"0cc9bd37",4,"Thursday",42,30,"Web","F -100L",4,1
"b01d9f41",2,"Wednesday",81,27,"Web","D - 100L",2,0
"8db57898",10,"Saturday",4,75,"Back Office","R - 300L",2,1
"c252286a",29,"Monday",40,27,"Web","D - 100L",2,1
"4e1e4995",13,"Tuesday",43,20,"Back Office","G - 100L",2,1
"9a7ef465",26,"Tuesday",7,80,"Back Office","O - 300L",2,1
"b931d1e7",24,"Tuesday",56,16,"Web","C - 100L",2,1
"22fe4d4a",2,"Monday",84,63,"Web","O - 300L",4,0
"fd14a809",31,"Saturday",36,17,"Web","D - 100L",2,0
"02c974dc",27,"Saturday",11,60,"Back Office","R - 300L",3,0
"f42e96ee",25,"Thursday",6,25,"Web","D - 100L",2,0
"5cdd3882",24,"Tuesday",0,16,"Web","C - 100L",2,0
"9a7ef465",25,"Saturday",4,61,"Back Office","R - 300L",3,1
"10306562",24,"Tuesday",2,72,"Web","R - 300L",8,0
"68e6426f",7,"Monday",25,18,"Web","D - 100L",2,0
"bfc7929d",9,"Thursday",6,23,"Back Office","D - 100L",4,1
"c0ee1836",18,"Saturday",0,44,"Web","L2 - 200L",3,0
"f9972692",9,"Thursday",0,75,"Web","R - 300L",5,0
"14e2d38a",31,"Saturday",93,25,"Back Office","D - 100L",3,1
"1ea283c0",9,"Thursday",35,17,"Web","D - 100L",2,0
"ba01b0ea",14,"Saturday",1,29,"Web","F -100L",2,0
"e7bab218",4,"Thursday",5,75,"Web","R - 300L",12,0
"b4b97fe9",9,"Monday",14,26,"Web","C - 100L",2,0
"5f5916e1",10,"Wednesday",47,22,"Back Office","I - 100L",4,0
"cf52b86a",10,"Thursday",130,16,"Web","C - 100L",2,0
"cd3c4c87",10,"Thursday",0,22,"Web","G - 100L",1,0
"7ea8a5ae",11,"Saturday",34,31,"Web","F -100L",2,0
"4ce71080",30,"Sunday",4,53,"Web","R - 300L",1,1
"1b125c49",15,"Friday",0,27,"Web","D - 100L",1,1
"217e97c4",3,"Sunday",34,66,"Web","O - 300L",8,0
"88fb6eee",15,"Thursday",42,21,"Web","G - 100L",2,0
"8fde822f",2,"Wednesday",42,26,"Web","C - 100L",2,0
"540c610c",27,"Thursday",41,26,"Web","C - 100L",4,0
"ce9ee163",27,"Wednesday",14,47,"Web","O - 300L",4,0
"9a7ef465",2,"Wednesday",8,22,"Back Office","G - 100L",2,1
"9a7ef465",2,"Wednesday",0,60,"Back Office","R - 300L",17,1
"00ea9908",3,"Thursday",9,6,"Web","J",2,0
NA,1,"Tuesday",4,32,"Box Office","D - 100L",1,1
NA,4,"Thursday",18,26,"Box Office","C - 100L",1,1
"c06f5848",27,"Wednesday",9,20,"Back Office","G - 100L",7,0
"4a80e46e",14,"Saturday",2,45,"Web","L2 - 200L",5,1
"50aaafc1",4,"Wednesday",41,36,"Web","M - 200L",2,0
"eaa0bcbf",21,"Thursday",28,47,"Back Office","P - 300L",1,0
"4f786ded",22,"Thursday",3,47,"Web","O - 300L",6,1
"cdc47135",9,"Thursday",0,72,"Web","R - 300L",2,0
